,content,score
538,"Cannot select meters when starting a workout on my SWR50. Also, for some reason, lap detection didn't work - is there a specific setting that might block this (e.g. wrist gestures and location turned off)?",3
539,Use this loads on my Pebble classic and it's great but recently bought the latest polar M600 android wear watch and it won't connect to the watch.  Such a shame,2
540,"Very useful to keep track of swim sessions and follow process. The smartwatch app however is sort of complicated,  needs getting used especially when selecting the pool,  pool length and restarting with the brakes while swimming",4
541,Lacks Google Fit sync * Only syncs to watch when I tap watch picture * Ignores Material Design guidelines * Doesn't show calories * Support ignore all emails,2
542,I have a sony smart watch and I have tried 3 times in the pool to get it to track my swim but nothing????? Really frustrating as one of reasons bought watch 😠,1
543,Keeps tracks when I swim laps so I dont have to.  Syncs with my pebble watch. I know exactly how far Ive gone.,5
544,Most of the screen is cut off on my Nixon Mission (one of the few waterproof Android wear watches),2
545,no work out upload by pebble2,3
546,I absolutely love this app!,5
547,Works great with garmin 920 xt,5
548,😭,2
549,Great program,5
550,Ok app,5
551,Use this with a Pebble Time. Stats are completely off. One lap I can do in 12 seconds and then the next in 43. Sometimes it captures my swims; sometimes it doesn't. Sometimes it just stops tracking. Support was useless the first time I contacted them so why do I even bother. I feel I am just a beta tester who never gets an app update that really works.,1
552,"Does not automatically sync and no way to delete swims. So if you accidentally start the phone app, there is a 0m swim in your time line.",2
553,"I have lost a few swims...no indication that it was successful our crashed or intentionally deleted :)   I use a SW3, and it is VERY difficult to navigate after the swim...due to it being wet (duh), so a simpler and safe exit would be great, preferably using the physical button rather than relying on the touch screen, at least for the most common case.",2
554,Tried the app out with my sw3. Seems to work on but cant change the to pool length to yards.,4
555,Great app to track my lap swimming. It even syncs with devices like Garmin or Pebble,5
556,Not so good for p.time,3
557,"Awkward to use. Sometimes works and uploads but often crashes losing results on the device. Frequently fails to recognise a lap in the pool, especially in the first few laps. Suggest a calibration feature.",1
558,"I downloaded the app. It setup straight away on my pebble. I chose, ""sign up with Google"" And Huston we have a problem! First it asks me to now sign in manually. Then it tells me that's not my password. Umm ¡¡YES IT IS!! Then in ""reset password"" it tells me ""there's no account with that email"" then in new setup it tells me I ""can't use that address as an account already exists with that (#fffffing!!) email address"" :-[ And 'yards'!!! What is this the 1700s",1
559,This app works well with my Garmin bioactive and Garmin connect.   I wish it was a bit more like strava with challenges,4
560,It's a great app to record your swimming distance. Very easy to use. Great to look at the weekly patterns,5
561,Stops tracking mid swim on the pebble time. This issue needs to be fixed.,1
562,When it syncs with my pebble it's fantastic.......It doesn't always sync😐,3
563,"Buggy, won't sync with pebble and Nexus 5x",1
564,I can't believe how excited I get when this app actually records the workout properly! I have never experienced such a buggy program. Too bad really,1
565,As new features added.. I can manually add my swim workout.. Love it.. No thanks to my sony smartwatch 3..failed after 6 months.. Sony water resist is such a failure.. Don waste ur money on Sony products 👎,5
566,"I love how well this app integrates with my Pebble classic.  Once in a while it will miss a 25, but 99% of the time it works great.",5
567,A must for pool swimmers. No open water features but still great.,5
568,Everything is working again.,5
569,"Using on Sony Smartwatch3 works OK but no way to exit App after workout, have to 'quit' the app and loose the data. Its glitchy with setting default pool length, seems to defaults to  yards instead of meters. I loaded my 'home' pool club details via the web and app but a week alter they are not showing as selectable. Contacted support a week ago and nothing heard - now returning the watch,  this App is useless without support.",2
570,I used this with my pebble Time .  I swam two sets today.  First set was 500m. It showed 400m. I swam 100 more and it only registered 25. Then I reset watch and swam 100 more and it showed I swam 25 again.  Ridiculous. I'll stick with my old swimovate poolmate.  I'd be interested if they updated and it actually worked because I like the app's breakdown of swim and many other functions. Very disappointing.,1
571,Just needs some bugs fixing... Unreliable to start workout... End up wasig a load of time trying to get it to start and again at the end of the work out... Pause/stop not working so have to quit out of the app and then lose all record of the workout....,3
572,Uploading has not been possible in the last week. No responses from pebble as to the problem. Support is not always as strong as one might want. Emailing Pebble  seems to be next to useless. When it works it's fine when it doesn't it's frustrating,2
573,"Since two last updates, pebble disconnects when I start the app in my phone. In the pool, it stars measuring distance then stops. Just buggy!",1
574,"Awesome app, have been using for about 3/4 weeks with my Sony Smartwatch. Other than a couple of swims where the app crashed it's tracked all my swims pretty much floorlessly.  Occasionally picks wrong stroke, but that's like 1 in a 100+ lengths, and could be down to me!!",5
575,"great app, have been using with Sony Smartwatch 3. Would be great if you could use heart rate with it? Also, would be good to sync with trainingpeaks?",4
576,Worked for a while but now doesn't log anything. Seems to just reset or switch off after being put into theatre mode -  on Sony Smartwatch 3.,2
577,In the past I was having connection problems that rendered the app almost useless. At the moment my pebble time steel is working great. Auto rest detection is also a welcome addition and saves me from touching the pebble underwater (more healthy for watch electronics),5
578,I have now got the app to work on Sony Smartwatch 3 (have to set screen to always on) Sync now working by forcing to do manually. No response from developer to questions although now not required as worked it out my self!,4
579,"Very dissatisfied out of the last five swims three have been lost or uploaded with errors and two have the incorrect length for example a swim of one hour comprised of 1300 meters the app saved it as 25 meters as it switched it self off not saving the  data, on several occasions it doesn't even log a length, very disappointing :-(",1
580,This app takes a LONG time to load and it feels it was developed in 2007. It really sucks. Not unstalling it because it doesn't have any competitor.,1
581,"I'm finding I'm much more motivated to swim, for about 6 months now. Excited to be closing on on my 100k mark since starting tracking.",4
582,Works better with Pebble time steel.  Still needs improvements in syncing workouts.,4
583,Timed out after my 11th lap. What's the point of having the app if I have to stop every lap to press the button.,1
584,"Sync is terrible, not sure it's accurate either.  Great idea, but this app is poorly supported.",2
585,"Improved app, improved watch app, connectivity issues seem to be resolved with the Pebble.",5
586,Stopped working as it used to,1
587,Use this app at least 3 times per week with my Sony Smartwatch. I have noticed a small bug with the latest version were its reporting the date as being a incorrect format.  I'm sure it will get fixed with a update.. :),5
588,Another update. Same old upload issues. Should learn not to get my hopes up for this app.,1
589,It's so easy to use.   Sure a few improvements could be made to the interface and viewing but for a free app its outstanding.,5
590,"App is basic, could do with the manual mode that the website has. It's not much use if all I can do is look at what I've done.",3
591,App turns Bluetooth off and on every single time it is started.. WHY IS THIS HAPPENING? What if I listen to music via Bluetooth headphones and DON'T WANT TO TURN BLUETOOTH OFF???,1
592,It's unreliable,1
593,"Pretty good app and the only one I have found which works with a Sony Smartwatch 3 - the best smartwatch for athletics.   Slightly over-estimates the number of lengths you do, and some of the interactions take a bit of getting used to - took me about 3 goes to select my pool and set its length, and another 3 to work out how to stop the workout.    BUT - once you have learned how to use it, it does track your swimming pretty well, and looking at the reviews, it is in regular development so you can expect it to get better. Couple of feature requests:   Edit your swim to reduce the number of lengths you have swum (regularly adds 5-10%) Integration with Strava and Google fit  Thanks for the hard work all!",4
594,"Firstly let me say that I really appreciate you developing this app.  However, V2 has some big issues.  1. The auto start/stop thing doesn't work. When turning after a length and pushing off, if you glide particularly straight and for too long the pebble thinks that you've stopped and shows that you are resting. This feature just does not work. Which is a shame.  2.You can't cycle between total time and current time for the current set.  3. What do the buttons do now? Complete mystery. Please roll it back.",1
595,Version 2 doesnt work at all. Please roll back. I started counting laps again and using a timer instead.... UPDATE: version 2.1 works like a charm. The manual procedure is the same of what we have before. Thanks for the prompt response.,4
596,"an awful mess. On my Pebble Time it just crashes. It was always inconsistent in counting the lengths, my backstroke messed up the count all the time, but now it won't even start anymore",1
597,Sony Smart watch 3 doesn't accurately track lengths.  Keeping for now in hope fixed as would pay for working version.,2
598,It sets sync date as workout date.,1
599,"Had it crash twice in my last 2 swims where I lost my workout, using the Sony smartwatch 3. On that note, when trying to stop the workout it requires to exact of a movement sidewards to stop your workout and to many movements. Which means the time is not accurate, often takes 2 minutes before I get to stop the workout. Can we please just have one swipe upwards/downwards?  Update: Was done with the workout, tried to stop the workout, couldn't get it to swipe to the right. Then it crashed, workout lost....",2
600,"The app on Pebble app took some figuring out but at least I saw it working and its potential. Afterwards though I could not sign in to the Android app nor the website. The website doesn't even come up for me, just a blank white screen. Couldn't sign up through Facebook either. The Android app kept telling me to check my data connection (which was fine.) I'd like to be able to upload my workouts but so far not so good. I submitted a ticket so we'll see how it goes.",3
601,"Edit: lost another workout. 1 star. The website's great.  The app is ok, but lacks the drill-down information available on the site. You're better off browsing the mobile version, and only using the app to upload data from a swim tracker, like a pebble.  Having said that, integration with a pebble is incredibly unreliable, with workouts regularly requiring multiple attempts to sync, or simply getting lost altogether.",1
602,"Based on 5 mths use, Using pebble & nexus6 Works adequately as a timer as long as you do length change intervals yourself (I found auto detection of end changes really unreliable), but even then most sessions it  sees at least one 50m length as 100m. Not great for accurately timing sessions.  The real problem is the synch with phone app. Workouts so often don't upload and that is a hugely frustrating and app-undermining problem that the team seem to have significant issues resolving over multiple releases.",2
603,"It's okay. Only thing keeping this at 3 stars is that it actually did track my laps. Apart from that, Can't change from yards to meters on a SmartWatch 3. Android watch interface is slow. Phone interface is super slow. Phone app doesn't provide much detail. Good MVP ,I would use again. please work to improve the UI significantly.",3
604,"I only got this to use with my pebble for logging swim times. Have tried it several times and not once has it managed to sync my swim and now the workouts seem to be lost. The pebble app itself is really good, but without being able to save it only half works. Pretty lame really.",1
605,I have tried and tried but it always tells me it has no new workouts.  Even when the watch has it right on screen.  Also: cut the constant complaint about missing data connections.,2
606,"Other than that, this app didn't do much of anything. Just swam a thousand with this on my pebble. It counted one lap. Not much point, then.",1
607,"I've just been for my first swim using my Sony Smartwatch 3, and nothing is syncing! It also showed on the watch that I'd done 500m when I'd only done 450.",1
608,Tried this with Sony sw3 seemed to work ok in the pool but phone app says no workouts,2
609,"Android wear - using Sony Smartwatch 3 ( I think the only one suitable for swimming) been 3 times, uploads fine but recording is massively out. Just swam 48 lengths of a 33.3m pool in 42 mins, breaststroke, with no breaks or pauses. App thinks I swam for 5 mins and rested for 37mins also only recorded 462m instead of 1584m. Gutted as a bought the watch to use this app, currently it's a complete waste of time. Hope it gets a solid update to make it more accurate.",1
610,"Nothing has changed despite numerous updates and reports that ""sync has finally been fixed"". V1.5 on Pebble shows exactly the same behaviour. New workouts do not sync.",1
611,"Galaxy's S5 and Pebble time. Worked for a while. Now (with updates) useless. Always get error message to ""check phone data connection"". Huh?",1
612,"Was working fine with pebble, but recently can't upload any swims. The pebble app itself works fine in the pool though.",2
613,"It says I need to check my phones data connection, but I have a perfectly usable WiFi signal.",1
614,Please check data connection but in on wifi and mobile data.,2
615,"Keeps showing a pop-up that says ""please check your phone's data connection"" even though I'm connected to WiFi! Wanted to use with my Pebble but that's obviously not going to work until this gets fixed. Please help!",1
616,"Was signing up but it is stuck at Step 5. Keeps loading and loading and loading, and now is still loading. After that, I kill the app and login again. I have to login again every time I launch the app. Uninstall.",1
617,Update 1.9 enabled Pebble Time to work,5
618,The whole reason I bought the pebble time was to record swimming work outs... Needless to say the app doesn't work with the time and is a complete hassle and waste to try and get it to connect.,1
619,After a long and annoying setup process the app failed to record my workout,1
620,Can't even say what it is like because despite advertising pebble time support it can't connect to it as it doesn't even recognise that the pebble time uses a different pebble app on your phone from a normal pebble. A really obvious error that bodes poorly for the quality of the software as a whole.,1
621,"Work with Pebble. Says it does, but the workouts don't upload.",1
622,Keeps saying to check data connection even on wifi. Couldnt connect to pebble time.,1
623,"Look like a great app, unfortunately it doesn't recognize my Pebble Time.",1
624,As title,1
625,"Trying to upload any workouts from a pebble has never worked and seemingly never will. I have come to the conclusion that the release of this app was nothing more than an elaborate joke, don't waste your time with it.",1
626,The app is a good idea. Unfortunately it frustrates me that when I swim it tracks my distance up to 550m and then thats it. It will not track further than that when I'm swimming 1600m. There has not been a time where it completely tracked my whole swim. Everytime I see an update I try the app again and I get disappointed. Thats the reason I bought the watch and got the app. I'm hoping it will get fix VER SOON!,2
627,"I understand that the uploads are the fault of Pebble and not this app, but the issue of not being able to sign in while my phone is connected to WiFi is a problem with this app. To successfully sign in, I need to be connected to a mobile network.",3
628,Forces you to create a new account but at Step 1 the app will not show any of the public pools near our location - totally useless. Guessing the only reason it has been added to the Play Store is so they can sell email addresses to SPAM services,1
629,Does not sync with pebble.  Does not track swimming.  Pebble app stops keeping track after 500y worthless.,1
630,Will not allow me to log in. Pretty worthless.,1
631,Edit : Pebble sync still doesn't work after app update. Tried on multiple devices. Failed every single time.              The sync just doesn't work. Proper testing isn't done before releasing the app. Disappointed me. Was the primary reason to buying the pebble watch.,2
632,"I had lots of problems with the standalone Pebble uploader, but the new integrated uploader has worked first time for me for my two workouts since switching from the standalone uploader.",5
633,"Like the other commenters, I have also experienced issues with uploading. But even once workouts are uploaded, it's not that valuable. There are no workout breakdowns (pace, etc per length/50/100), or at least they are impossible to find. The user interface is challenging to navigate. The social aspect has possibilities but it suffers currently from lack of user base. I will keep using the app but it will take some new features before it's something I love.",2
634,"it worked consistently.  I bought the Pebble and got this app for swimming.  Unfortunately, the data transfer from the Pebble to the app (this one and the uploader app) fails to work more than it does work.  Feedback in the pool is limited, but would be acceptable if I could actually get the workouts uploaded after to review the rest of the information.  If you guys don't get this working consistently quickly you will lose all credibility and it will allow someone to come in with something that does work.",2
635,"The app will work, it would track my swim on every lap and then the next time I go to swim, it will stop tracking. It will go as far as 125 meters then stop when I'm at my 400 meter mark. It's very aggravating and I'm at the point of getting rid of my peeble and this app.",1
636,"Polar m600 is an Android watch. However, this app does not work with Polar. Too bad!  I like the idea of a locked screen and hope this can be fixed in the future.",1
637,On my pebble steel I get a message to check my data connection. There's nothing wrong with my data connection. Firmware 2.9.1,1
638,Works great,5
639,Nice,5
640,Useful,5
641,Best,5
642,Code brown,1
643,I like it,5
