,review,rating,title,keywords_by_method1,keywords_by_method2
341,I would like this app if it wound work.,1,"Keeps crashing, not accurate","['wound work', 'work', 'app', 'wound']","['app', 'like app', 'app wound', 'work', 'like', 'wound work', 'wound']"
342,"The app is prettier, but bring out more metrics already. Strokes per minute is a must",2,Better metrics,"['app is prettier', 'prettier', 'Strokes per minute', 'app', 'bring', 'metrics', 'Strokes', 'minute']","['metrics strokes', 'app prettier', 'app', 'strokes minute', 'bring metrics', 'metrics', 'strokes', 'prettier bring', 'prettier', 'minute']"
343,Impossible to use,1,Hard to setup and use,['Impossible'],"['impossible use', 'use', 'impossible']"
344,Too much updates guys!!,2,Too much updates guys!,"['updates guys', 'guys', 'updates']","['updates guys', 'updates', 'guys']"
345,It is not accurate at all.,1,Serious,['accurate'],['accurate']
346,I like using this app but cannot afford a subscription.,2,Free tier canceled?,"['afford a subscription', 'subscription', 'app', 'afford']","['afford subscription', 'subscription', 'app afford', 'app', 'using app', 'like using', 'afford', 'using', 'like']"
347,Don’t waste your time.,1,Unless you pay $10 there is NOTHING in this app,"['waste your time', 'n’t waste', 'time', 'n’t', 'waste']","['waste time', 'don waste', 'don', 'time', 'waste']"
348,"Nice, nice and 1 more nice for your great job moving all workouts to paid area. Keep it up!",1,Good job greedy guyd,"['great job moving', 'paid area', 'great job', 'job moving', 'moving all workouts', 'workouts to paid', 'Nice', 'area', 'great', 'job']","['workouts paid', 'great job', 'moving workouts', 'paid area', 'nice nice', 'job moving', 'nice great', 'paid', 'job', 'nice']"
349,Don’t download unless you’re ready to pay $$,1,No free workouts,"['ready to pay', 'n’t download', '’re ready', 'pay', 'n’t', 'download', '’re', 'ready']","['download', 'don download', 'download unless', 'pay', 'ready pay', 'unless ready', 'unless', 'ready', 'don']"
350,Will not sync data.,1,Will not sync data from Apple Watch 3,"['sync data', 'data', 'sync']","['sync data', 'sync', 'data']"
351,The app always fails to count my first lap properly. Very frustrating,1,Always misses the first lap,"['lap properly', 'app always fails', 'fails to count', 'properly', 'app', 'fails', 'count', 'lap', 'frustrating']","['count lap', 'app fails', 'app', 'lap properly', 'lap', 'fails count', 'frustrating', 'count', 'fails', 'properly frustrating']"
352,I’m taking it up with American Express ASAP. Super disappointed!!,1,"Forced Subscription, Zero Response","['American Express ASAP', 'Express ASAP', 'American Express', 'ASAP', 'American', 'Express', 'Super disappointed', 'taking', 'Super', 'disappointed']","['american express', 'super disappointed', 'express', 'express asap', 'disappointed', 'taking american', 'american', 'asap', 'super', 'asap super']"
353,This app has nothing indicating that it is a subscription service. A very EXPENSIVE service.,1,Clickbait! MISLEADING Requires Subscription,"['subscription service', 'EXPENSIVE service', 'service', 'app', 'indicating', 'subscription', 'EXPENSIVE']","['subscription service', 'subscription', 'indicating subscription', 'app', 'expensive service', 'service expensive', 'app indicating', 'service', 'expensive', 'indicating']"
354,The keyboard will not get out of the way.,1,Can’t sign on,['keyboard'],"['keyboard', 'keyboard way', 'way']"
355,I dont like this version!!!all plans want pay money!!! The recipe was free,1,Vika,"['pay money', 'plans want pay', 'version', 'money', 'dont', 'plans', 'pay', 'recipe was free', 'free', 'recipe']","['recipe free', 'recipe', 'money recipe', 'plans want', 'free', 'version plans', 'version', 'pay money', 'plans', 'like version']"
356,Zero free workouts. Such a waste of a download.,1,no free workouts 2019,"['free workouts', 'workouts', 'free', 'download', 'waste']","['free workouts', 'workouts waste', 'waste download', 'workouts', 'zero free', 'download', 'free', 'waste', 'zero']"
357,NOT FREE!!,1,"None of it is free, don’t bother installing",['FREE'],['free']
358,"PROS
1. It's great having the workout right on the Apple Watch. This is a HUGE plus and the reason I downloaded the app. 

2. Also like how you can customize the workouts in the app or create your own which is what I did.

OPPORTUNITIES 
1. The app is buggy from the watch. Tested it 2x before actually getting in the water with the app. Both time noticed it saved to my activity app twice. The second time, I let the app run for about a minute, it said I completed the full workout and approximately 300+ calories were burned. When I used the app in the pool that night, after completing my workout it posted as two different workouts with completely different avg times that were about 1:30 minutes off. Having been tracking myself with the Apple activity app since the watch came out, I went with the time closest to what I'd been doing.

2. I'm not sure the app locks the Watch in swim mode as the icon didn't show up. This is something I'll actively do with my next swim to see what happens.

3. Not in love with scrolling the crown to pause. This feels slower than the native two tap built into Apple activity.

4. While my avg was transferred to the Apple activity app, I don't have my splits. Guessing this is a paid feature? Kind of a bummer as this is native to Apple's activity app.

Will swim with this a few more times before deciding to keep or not. As of now, wouldn't purchase.",3,Mixed Feelings,"['Apple activity app', 'app', 'Apple activity', 'activity app', 'Apple', 'PROS', 'activity', 'Watch', 'Apple Watch', 'workout']","['workouts app', 'app watch', 'app swim', 'apple watch', 'swim times', 'customize workouts', 'different workouts', 'watch tested', 'activity app', 'water app']"
359,"Before I started using MySwimPro I would just swim laps back and forth. I didn't see much improvement in my swimming. Coming from not much experience of how to train in swimming I'd normally have to pay $$ for a trainer/coach. MySwimPro allows me to pick workouts specifically targeting what stroke I want, what distance pool I'm swimming in, and how much time I have to swim. The best part is being able to track how much I'm swimming and the improvement I'm making.

MySwimPro is truly my swim coach. I can see it improving with each update, just as it helps me improve with each swim. Thank you MySwimPro.",5,Best way to record & improve my swimming,"['swim laps back', 'laps back', 'swimming', 'swim laps', 'MySwimPro', 'swim', 'started', 'laps', 'back', 'coach']","['swimming improvement', 'improvement swimming', 'improve swim', 'train swimming', 'coach myswimpro', 'using myswimpro', 'swim coach', 'swim laps', 'myswimpro', 'making myswimpro']"
360,I use the app with my Apple Watch and it's great for keeping track of my sets and times without having to worry about coming up with workouts or to keep track of laminated pages. There were issues with the app freezing and not tracking workouts properly but that seems to have been fixed with recent updates. My big complaint is still the price of the app. There are a very limited amount of free workouts and the rest is only unlocked with a subscription service of $20 a month or $100 for a year. Which seems like a bit much,4,Great! but too expensive,"['Apple Watch', 'laminated pages', 'keeping track', 'track of laminated', 'great for keeping', 'sets and times', 'worry about coming', 'track', 'Apple', 'Watch']","['tracking workouts', 'apple watch', 'use app', 'app apple', 'workouts track', 'app', 'price app', 'free workouts', 'keeping track', 'issues app']"
361,"I've tried a lot of apps for swimming, but most are rather like a log book. I like that MySwimPro makes good use of the iWatch (I have a Series 2) and sets log automatically. Best, however, is that I dont have to plan my swim sets. I can just chose one and start swimming. I'm still getting used to tweaking the rest periods between sets. 
I've recently upgraded to Premium and the developers have promised a few upgrades to come out soon. Last, but not least, the developers are very quick to respond and react to my issues/feedback.",5,Best swimming app I've tried,"['lot of apps', 'log book', 'sets log automatically', 'log automatically', 'MySwimPro makes good', 'apps for swimming', 'sets log', 'log', 'book', 'sets']","['use iwatch', 'swim sets', 'apps swimming', 'plan swim', 'iwatch', 'swimming getting', 'iwatch series', 'swimming', 'start swimming', 'swim']"
362,"LOVE THIS APP AND WHAT ITS DONE FOR OUR WORKOUTS.

My group has swam together for 4 years. Our age ranges from 42-52. Our swimming ability ranges from intermediate to expert. Some of us actively compete in triathlons, others just swim to stay in shape. This app has been responsible for bringing new life to our workouts. We love the variety of stroke work, distance, sprints. The videos have helped us understand proper technique and the ""log"" allows us to see what we have accomplished and helps us feel even better about what we do each day in the pool. The app keeps getting better. USE IT, you'll like it 😬",5,HUGE Help!!!,"['WORKOUTS', 'APP', 'LOVE', 'ranges', 'group has swam', 'ranges from 42-52', 'years', 'age ranges', 'ability ranges', 'ranges from intermediate']","['app workouts', 'pool app', '52 swimming', 'app', 'swimming', 'swim', 'swimming ability', 'swim stay', 'love app', 'app keeps']"
363,"Swimming with this is great. I really like how it records your swims and pausing is nice (you turn the crown a certain amount.) It counts your strokes and it does well with heart rate recording. You can load workouts which can be beneficial, but you have to pay for all the available workouts (not really a minus, just good business.)

One thing I wish the app had was Strava support. I'm a triathlete and I would really like to have a social app hub for all my activities. This is great for swimming, but the info just stays on their servers (and on Apple's Activity app, but I don't really count that.)",4,"Great App, just needs something more.","['Apple Activity app', 'app', 'Apple Activity', 'pausing is nice', 'great', 'records your swims', 'swims and pausing', 'turn the crown', 'Strava support', 'Swimming']","['swimming info', 'swimming great', 'activity app', 'great swimming', 'swimming', 'app strava', 'records swims', 'social app', 'app', 'swims']"
364,"I use this app every time I swim laps. I have a life proof case so that my phone can be poolside and I can click through all the sets as I go. I like the edit button and use it to make changes depending on how I feel that fat - maybe deleting or adding a rep to the main set. I make up my own workouts too with the ""new"" workout button, but I prefer to use their workouts.  My only complaint would be that I wish there were better freestyle workouts- they are very ""pull"" heavy and can be tough on the shoulders. My favorites are the IM workouts because of the variety.",4,Love it!,"['swim laps', 'app every time', 'time I swim', 'life proof case', 'workouts', 'laps', 'app', 'time', 'swim', 'life proof']","['workout button', 'freestyle workouts', 'workouts variety', 'workouts new', 'new workout', 'im workouts', 'workouts complaint', 'swim laps', 'workouts pull', 'use app']"
365,"So far, I am really impressed with the app.  You are able to pick from a number of different workouts, ranging from individual stroke work to sprint or distance training.  The workouts they provide are full workouts, including warm ups, pre sets, main sets and cool downs.  They're real deal workouts.

They also provide access to a articles and videos that have been really helpful.  Just a note, not all of the workouts are free.  There is a monthly subscription to get full access.",4,Great App for unaffiliated swimmers,"['workouts', 'app', 'impressed', 'individual stroke work', 'ranging from individual', 'distance training', 'sets', 'provide', 'full', 'access']","['workouts ranging', 'different workouts', 'provide workouts', 'workouts free', 'workouts including', 'note workouts', 'training workouts', 'deal workouts', 'workouts provide', 'warm ups']"
366,"I started swimming a few years ago after my orthopedist recommend that I give up running. I had no idea how to structure personalized workouts until I found myswimpro. The workout library is great and easy to use, and the metrics help me keep track of my progress over time. With a new structured workout routine, I noticed that I started to build more muscle and cut down on my waste line. I also just upgraded to premium and I can say it's totally worth it! Best swimming app on the market!!",5,Changed the way I swim,"['give up running', 'years ago', 'orthopedist recommend', 'structure personalized workouts', 'running', 'found myswimpro', 'years', 'ago', 'orthopedist', 'recommend']","['swimming app', 'myswimpro workout', 'personalized workouts', 'workout library', 'workouts myswimpro', 'started swimming', 'recommend running', 'best swimming', 'workout routine', 'structured workout']"
367,"The app has crashed a few times on me, but overall I've concluded that you can't find a better app to log swims. I've recommended it to all my teammates. Logging swims is very simple (however, I'm not sure if the calorie tracker is entirely accurate--it seems a bit high). I also love how dedicated the app's creators are. I receive occasional emails from them with practical swimming tips, and they regularly update the app with improvements.
Overall, I highly recommend this app.",5,Solid app,"['log swims', 'app', 'crashed', 'times', 'concluded', 'find', 'log', 'swims', 'Logging swims', 'app has crashed']","['logging swims', 'app log', 'better app', 'app improvements', 'teammates logging', 'calorie tracker', 'app', 'app crashed', 'recommend app', 'practical swimming']"
368,"But I do wish there was a place to put the desired workout time. As in approximately 30 minutes, 60 minutes, etc. The ability to add/remove parts of the workout help with this, but still wish there was a button to hit so the app can give me a good workout for the amount of time I have.",4,Haven't put it to use yet,"['place to put', 'put the desired', 'desired workout time', 'desired workout', 'minutes', 'workout', 'place', 'put', 'desired', 'workout time']","['workout time', 'desired workout', 'workout', 'workout help', 'minutes ability', 'parts workout', 'good workout', 'minutes', 'hit app', 'minutes 60']"
369,"Our entire family uses this app whenever we can't swim with our team. There's something for everyone at every level, and you can emphasize any stroke (or IM) in your workout. It's easy to print out your workout, and it gives you the total distance and time it'll take. The sets make sense and the send-offs are perfect for each level. It's intuitive to use and fast. LOVE this app!",5,Finally! A swim workout app that works!,"['entire family', 'workout', 'team', 'level', 'entire', 'family', 'swim', 'LOVE this app', 'emphasize any stroke', 'app']","['app swim', 'swim team', 'uses app', 'swim', 'app', 'print workout', 'im workout', 'intuitive use', 'love app', 'team level']"
370,"When I first downloaded the app, it was very helpful and was easy to use. When I updated the app to its latest version, I experienced multiple issues when logging my workouts. For instance, when entering the intervals, it will always go back to one minute. If you wish to edit the set you just entered, when you tap on it, the app crashes- not saving anything. I love using this app as it tracks my swimming but, the update has made it stressful and annoying.",3,Loved the app...until update.,"['app', 'downloaded the app', 'experienced multiple issues', 'downloaded', 'helpful', 'easy', 'latest version', 'logging my workouts', 'experienced multiple', 'multiple issues']","['logging workouts', 'updated app', 'app crashes', 'app tracks', 'workouts instance', 'swimming update', 'issues logging', 'app latest', 'crashes saving', 'downloaded app']"
371,"In the last May update, when the watch touches the water the screen goes back to the clock app and MySwimPro does not record the distance. If you can eventually make it stay on the screen, there is no way to end and log your workout; the time keeps going and it says ""Ending workout..."" until you delete the app and reinstall it.",5,Not reliable,"['record the distance', 'watch touches', 'touches the water', 'water the screen', 'clock app', 'app and MySwimPro', 'Ending workout', 'screen goes back', 'app and reinstall', 'screen']","['ending workout', 'record distance', 'app myswimpro', 'log workout', 'update watch', 'workout time', 'myswimpro', 'clock app', 'screen goes', 'workout delete']"
372,"As a former college swimmer this app has helped me stay in shape and even prepare for season while I was still swimming. I love that I can track my progress, pick from a variety of sets, and customize my workouts to my ability.  The videos are helpful, especially for those just getting into swimming.  The new update is great with more set options. Definitely recommend!",5,Love this!,"['college swimmer', 'swimmer this app', 'app has helped', 'helped me stay', 'stay in shape', 'prepare for season', 'swimming', 'college', 'swimmer', 'app']","['swimmer app', 'customize workouts', 'workouts ability', 'swimming new', 'stay shape', 'getting swimming', 'app', 'swimming love', 'season swimming', 'ability videos']"
373,"I swim once a week. I'm a pool scrub, 800m and I'm toast. Working on getting better and looking for an app to help. This does with some videos and other training sundries. Unfortunately 80% of the app is behind a subscribe monthly wall which is far outside my appetite.

Also some bugs in editing swims. No matter what I edit. It saves the default program unless it is custom from the ground up. 

Good stats screen and glad to see something enter the arena but the pricing model will eventually push me away.",3,"Neat, helpful, costly","['week', 'pool scrub', 'app', 'scrub', 'toast', 'training sundries', 'pool', 'Working', 'editing swims', 'sundries']","['editing swims', 'swim week', 'swim', 'swims matter', 'week pool', 'pool', 'swims', 'app', 'app help', 'pool scrub']"
374,"I was able to get my times to sync from USMS, but the page to view top times doesn't load correctly. 9/10 times it gets frozen or something and doesn't display any events or corresponding times. It also seems a little tedious to enter workout info. I don't want to keep track of every set, just the overall distance and strokes used. Please fix the bugs and make the interface easier to use!",3,"Cool idea, seems kind of buggy","['sync from USMS', 'view top times', 'load correctly', 'page to view', 'view top', 'top times', 'USMS', 'times', 'correctly', 'sync']","['times sync', 'view times', 'workout info', 'track set', 'sync usms', 'usms page', 'load correctly', 'doesn load', 'enter workout', 'want track']"
375,"I just started back swimming laps and using my new Apple Watch. I like the features of my swim pro, it does show the different strokes. I usually swim 200 yd sets. 200 free, 200 back then 200 breast. How do I get the app to register the different strokes. If I swim without stopping at the end of a set, the app reports free. I have tried to pause between sets, then the app stops and doesn't register the next set. The app has even gone inactive and not recorded the session.",3,How see different strokes,"['Apple Watch', 'started back swimming', 'back swimming laps', 'swimming laps', 'Watch', 'Apple', 'started back', 'back swimming', 'app', 'swim']","['swim pro', 'strokes swim', 'swim stopping', 'apple watch', 'swim 200', 'sets app', 'swimming', 'started swimming', 'swim', 'laps using']"
376,"I have been using this app for a couple of weeks now and I have had very positive results with it. 

Easy to use, and with very helpful mini tutorials for strokes and techniques that help achieve proper form and overall ability to achieve a professional workout. 

Highly recommend.",5,"If you swim, get this app!!!","['couple of weeks', 'positive results', 'helpful mini tutorials', 'achieve proper form', 'professional workout', 'app', 'couple', 'weeks', 'positive', 'results']","['professional workout', 'tutorials strokes', 'strokes techniques', 'using app', 'easy use', 'app', 'workout', 'workout highly', 'tutorials', 'highly recommend']"
377,"I love this app! I use it if practice ever gets canceled. I'll write down the set, take it to the pool, and when I get back I log my swim! Maybe in the next update, there could be a feature where you can save the workout and edit the times you have to make. Great app, 5 stars!",5,Awesome!,"['love this app', 'love', 'app', 'Great app', 'log my swim', 'back I log', 'canceled', 'practice', 'stars', 'save the workout']","['save workout', 'great app', 'workout edit', 'set pool', 'app use', 'app', 'pool log', 'love app', 'swim', 'workout']"
378,"I have high hopes for this app.  Would love to see the option to input my 100yd base interval.  The selection of beginner, intermediate, advanced seems too broad a bucket and I have no way of knowing if the workout intervals are designed for lots of rest or if I should manually drop the times.  Having heart rate data is great, but would like to see that used to help coach the appropriate workouts and intervals.  Thanks!",3,Add Base interval option please!,"['high hopes', 'app', 'high', 'hopes', 'base interval', 'option to input', 'intervals', 'selection of beginner', 'drop the times', 'workout intervals']","['workout intervals', 'workouts intervals', 'knowing workout', 'intervals thanks', 'intervals', 'appropriate workouts', 'interval', 'app love', 'app', 'base interval']"
379,"If I could rate the app for the watch part probably a solid 3.5 stars 4 when you factory in the possibilities under future updates. But the phone part of the app is just off NO METRICS for anything really if you use a garmin swim watch 920xt or better or anything like that you will be disappointed to not find any of your stoke count, swolf report, or even pace per individual interval... glad I could unsubscribe immediately.",2,Tri/swim geeks don't get excited...,"['future updates', 'possibilities under future', 'rate the app', 'garmin swim watch', 'watch part', 'stars', 'swolf report', 'app', 'phone part', 'swim watch']","['rate app', 'app watch', 'garmin swim', 'phone app', 'swim watch', 'app', 'use garmin', 'garmin', 'app just', 'just metrics']"
380,I'm a lifeguard and at my job we are required to swim a lot. I  try to swim more so I can increase my strokes and to stay fit. This is a great app! However I wish there was a way to upload our own workouts so that I wouldn't have to pay for majority of them.  But it's a nice overall.,4,Great App,"['required to swim', 'swim a lot', 'swim', 'lot', 'stay fit', 'lifeguard', 'job', 'required', 'increase my strokes', 'great app']","['swim increase', 'upload workouts', 'try swim', 'stay fit', 'swim', 'great app', 'swim lot', 'workouts wouldn', 'workouts', 'required swim']"
381,"Videos! Downloadable workouts! Stroke differentiation and auto-pause. Sure looks good and promises a lot. The problem is you can't actually start workouts from your Watch. Will hang indefinitely waiting for you to open one on your phone, which it won't recognize. Plus, the website is not optimized for mobile at all.

For 9.99, this app should be flawless. For the obscene subscription price of 9.99 a MONTH, having any issues at all is an insult.",1,Does everything except work.,"['Videos', 'Downloadable workouts', 'workouts', 'Watch', 'Stroke differentiation', 'differentiation and auto-pause', 'Downloadable', 'MONTH', 'promises a lot', 'Stroke']","['workouts watch', 'downloadable workouts', '99 app', 'workouts stroke', 'app', 'app flawless', 'optimized mobile', 'workouts', 'start workouts', 'mobile 99']"
382,I am a swimmer who was looking for an app that would help me improve and track all aspects of my performance and MySwimPro really delivered. It provides challenging workouts and I already can feel my stroke improving. I would recommend MySwimPro to anyone looking to improve their swimming.,5,Fantastic app,"['track all aspects', 'MySwimPro really delivered', 'delivered', 'swimmer', 'app', 'track', 'aspects', 'performance', 'improve and track', 'performance and MySwimPro']","['recommend myswimpro', 'performance myswimpro', 'improve swimming', 'myswimpro', 'looking app', 'app', 'swimmer', 'app help', 'swimmer looking', 'myswimpro really']"
383,I did my first workout but where is my data?  Also it took about ten laps for it to start recording my laps accurately.  I have gone online to try to figure out how to sync the iwatch with the app on the iPhone - nice looking blog site but does not share anything about using the iwatch or the app.  The app on the iwatch was short on instructions so i had no idea how to end the workout or save it.,2,Where are the instructions on how to use this?,"['app', 'iwatch', 'data', 'laps accurately', 'ten laps', 'laps', 'workout', 'start recording', 'sync the iwatch', 'nice looking blog']","['iwatch app', 'sync iwatch', 'using iwatch', 'app iwatch', 'workout data', 'iwatch short', 'iwatch', 'recording laps', 'workout save', 'app iphone']"
384,Every single day I use this app it grows on me. Tracking workouts/stats/progress is very rewarding. Having followers helps drive accountability. Follow others to see what workouts your friends are doing. Double bonus with the large library of custom workouts.,5,MSP,"['single day', 'app it grows', 'workouts', 'single', 'day', 'app', 'grows', 'stats', 'Tracking workouts', 'Tracking']","['tracking workouts', 'follow workouts', 'followers helps', 'custom workouts', 'workouts friends', 'workouts stats', 'follow', 'followers', 'having followers', 'app grows']"
385,"Was having problems with the app crashing, but that is fixed in most recent version of the app. Overall, I like the workouts and have seen improvements to my times using this app for training. 

Developers are pretty responsive and open to feedback. 

I still see issues with mismatches in the distance reported by the app (say 2000 yards) vs the distance that is reported in Apple's activity app (1750 yards) for the same workout. It seems like the activity app doesn't count drills?

I'd love to see the app get smarter about rest time. If I always finish a set well below the suggested time then it should adjust.",3,Watch app crashing fixed,"['recent version', 'app', 'app crashing', 'Apple activity app', 'activity app', 'crashing', 'yards', 'Apple activity', 'problems', 'fixed']","['activity app', 'app training', 'app overall', 'yards workout', 'workouts seen', 'app doesn', 'app', 'reported app', 'apple activity', 'problems app']"
386,"I downloaded the app registered with an email all that jazz. Decided I should test this out. Followed all the steps on the Apple Watch and in the end not one stroke of one lap was recorded! Then I check my email to make sure I registered and then went to the website to write a comment, maybe I did something wrong. And the email won't send from the website. To say I'm disappointed is the understatement of the week. Hope they reach out.",1,Didn't work,"['downloaded the app', 'app registered', 'Apple Watch', 'jazz', 'email', 'downloaded', 'app', 'registered', 'website', 'Apple']","['apple watch', 'app registered', 'registered went', 'registered', 'registered email', 'sure registered', 'lap recorded', 'downloaded app', 'steps apple', 'followed steps']"
387,It looks like all the pieces are here to benefit from integration with the Apple Watch series 2 but yet falls way short. Could only sink watch and app 1 x and couldn't even get work outs on the watch. Please fix the series 2 watch and app interface. Also the monthly cost is high in my opinion less than $5.00 a month is a more appropriate price point if everything worked (IMO).  Please fix and you will have a new customer.,1,So much potential but not here yet,"['Apple Watch series', 'Apple Watch', 'falls way short', 'benefit from integration', 'Apple', 'Watch', 'Watch series', 'series', 'watch and app', 'short']","['apple watch', 'watch app', 'watch fix', 'integration apple', 'series watch', 'sink watch', 'interface monthly', 'benefit integration', 'app interface', 'watch series']"
388,"This app works great! I have checked it out, and everything is flawless! The amount of opportunities are endless (and for free, too)! I think it's so cool how you can get customized workouts, down to the very last detail. Thank you for making this app!",5,Amazing!!!,"['app works great', 'works great', 'great', 'app works', 'works', 'app', 'flawless', 'endless', 'free', 'opportunities are endless']","['customized workouts', 'app', 'making app', 'app works', 'workouts thank', 'workouts', 'works great', 'cool customized', 'customized', 'flawless opportunities']"
389,"I got injured and couldn't run for several months. This app helped me get through weeks of cross training with lots of different workouts, goals and new drills. I like having an exact plan to follow. Thanks for videos and definitions.",5,Helpful for cross training,"['months', 'injured', 'run', 'app helped', 'weeks of cross', 'cross training', 'training with lots', 'plan to follow', 'workouts', 'goals']","['different workouts', 'cross training', 'months app', 'app', 'app helped', 'run months', 'workouts goals', 'run', 'training', 'plan follow']"
390,"It doesn't track your distance when you are kicking and doesn't account for long streamlines, so the distances end up off when you're done with a set, sometimes by quite a bit. My workouts are typically about 1,000 yards longer than the app indicates. 

It's okay and it probably does the most it can for what it is able, but I was expecting more.",2,Limited,"['long streamlines', 'distances end', 'account for long', 'track your distance', 'streamlines', 'set', 'bit', 'yards longer', 'distance', 'distances']","['track distance', 'distance kicking', '000 yards', 'yards longer', 'doesn track', 'distances end', 'track', 'distance', 'distances', 'kicking doesn']"
391,This app is awesome for those who like to train by themselves or  for those who need help creating swimming workouts! I'm a triathlete and needed some help creating a training set!,5,If you're a newbie or an experienced swimmer this app is for you!,"['creating swimming workouts', 'swimming workouts', 'app is awesome', 'creating swimming', 'workouts', 'creating', 'app', 'awesome', 'train', 'swimming']","['creating swimming', 'workouts triathlete', 'swimming workouts', 'app awesome', 'app', 'triathlete needed', 'swimming', 'creating training', 'training set', 'help creating']"
392,"It freezes on my apple watch about twice in a 2 hour swim session. The mobile app also crashed multiple times when I would try to create workouts. Also, there's no way to create workouts for later, so you would have to create your workout right before you swim.",3,Almost good,"['hour swim session', 'apple watch', 'hour swim', 'swim session', 'create', 'hour', 'session', 'create workouts', 'freezes', 'apple']","['apple watch', 'freezes', 'freezes apple', 'app crashed', 'app', 'hour swim', 'mobile app', 'create workout', 'swim', 'crashed multiple']"
393,"I would much rather use a specialized app like this over native Watch (ser. 2) swim tracker.  But i don't have time in a.m. to mess with a crashing app, and i don't want to risk paying for premium with no improvement in stability. What's going on?  The reviewers are killing you, so let us know that you see the problem and know how to fix it.",2,Watch app: Crashed 2 out of 2 times,"['native Watch', 'swim tracker', 'Watch', 'specialized app', 'ser.', 'swim', 'tracker', 'app', 'specialized', 'native']","['swim tracker', 'native watch', 'crashing app', 'specialized app', 'app', 'reviewers killing', 'crashing', 'mess crashing', 'reviewers', 'tracker']"
394,"Super app, it’s full of helpful information, tips and recommendations. I have just started to use it and already got first results. I improved my swimming speed by using the right technique.",5,Wow,"['Super app', 'tips and recommendations', 'helpful information', 'full of helpful', 'Super', 'app', 'information', 'tips', 'recommendations', 'full']","['super app', 'app helpful', 'app', 'improved swimming', 'recommendations', 'tips recommendations', 'super', 'recommendations just', 'speed using', 'swimming speed']"
395,"I do love this app, I use it for every time I go swimming, but after I recently updated it, it deleted all of my recent swims.  It only saved all of the ones 30 weeks old or older.  It's a little aggravating because of all the work I've put in, but I'll continue to use it regardless…",3,Update,"['love this app', 'recent swims', 'recently updated', 'app', 'swimming', 'swims', 'love', 'time', 'recently', 'updated']","['recent swims', 'time swimming', 'swims saved', 'love app', 'swimming recently', 'deleted recent', 'app use', 'app', 'swimming', 'swims']"
396,This app is sweet. The best part is I can get individualized training based on my goals not just a generic set of workouts. Still experimenting with the options but video instructions are great as well. Thx!,5,Personalized Training at its best!,"['app is sweet', 'sweet', 'app', 'set of workouts', 'individualized training based', 'Thx', 'individualized training', 'training based', 'generic set', 'workouts']","['workouts experimenting', 'set workouts', 'app sweet', 'app', 'individualized training', 'training based', 'workouts', 'training', 'video instructions', 'instructions great']"
397,This app has changed the way I train. I used to be mediocre but this app helped me improve to levels I didn't think were possible.,5,Life Changing,"['app has changed', 'train', 'app helped', 'app', 'changed', 'helped me improve', 'improve to levels', 'mediocre', 'helped', 'improve']","['mediocre app', 'app', 'app changed', 'app helped', 'helped improve', 'improve levels', 'train', 'improve', 'way train', 'changed way']"
398,I began swimming after stress injuries from running. This breaks down the workouts and gives great structure to my swims. Highly recommend for anyone looking to get more out of their pool time.,5,Great for beginners,"['injuries from running', 'began swimming', 'swimming after stress', 'stress injuries', 'running', 'began', 'swimming', 'stress', 'injuries', 'great structure']","['swimming stress', 'began swimming', 'swimming', 'swims', 'swims highly', 'pool', 'pool time', 'breaks workouts', 'injuries running', 'running']"
399,"I'm a super novice, so this app was a godsend helping me walk through what to do and get an actual workout from my swimming instead of flopping about! Very easy",5,Great for learning and workout,"['super novice', 'godsend helping', 'helping me walk', 'actual workout', 'novice', 'super', 'app', 'godsend', 'helping', 'walk']","['novice app', 'workout swimming', 'actual workout', 'app', 'swimming', 'swimming instead', 'workout', 'app godsend', 'super novice', 'novice']"
400,"Once I figured out that I needed to manually allow the app to access data obtained from the watch, it worked great. Might want to make that component more straightforward.",4,Seems like a decent app,"['access data obtained', 'worked great', 'needed to manually', 'app to access', 'access data', 'data obtained', 'watch', 'great', 'component more straightforward', 'figured']","['obtained watch', 'watch worked', 'app access', 'allow app', 'app', 'make component', 'watch', 'component', 'worked great', 'component straightforward']"
401,"I have used the app on the apple watch series 2 for open water swims twice. Both times the app was very accurate and gave me calories and average heart rate which was great. But once the workout is done, the only place I can find stats is in the activity app on the watch/phone - no stats added to the swim pro app on my phone or watch. It's as if I never swam.",1,Can't get app to sync anything,"['apple watch series', 'open water swims', 'open water', 'watch series', 'swim pro app', 'water swims', 'apple watch', 'app', 'average heart rate', 'watch']","['app watch', 'watch swam', 'swim pro', 'apple watch', 'phone watch', 'phone stats', 'app accurate', 'added swim', 'activity app', 'watch phone']"
402,This app is revolutionary! I love my FitBit and this app is basically the equivalent of it for swimmers! It's really easy to use and it will only get better I'm sure. Totally worth the download!!,5,Excellent training app,"['app is revolutionary', 'app', 'app is basically', 'revolutionary', 'love my FitBit', 'basically the equivalent', 'swimmers', 'Totally worth', 'worth the download', 'love']","['fitbit app', 'love fitbit', 'fitbit', 'worth download', 'app revolutionary', 'app', 'app basically', 'easy use', 'equivalent swimmers', 'swimmers']"
