connect,nutrition,smart,easy,community,analyze,customer,custom,coach,track,video,goggles
,,,,,,,,,,,
,,,,,,,,I loved building workouts and saving them tweaking them and logging them. It looks like they put the ability to save a workout behind the paywall. I can build it but anytime I try to save it it is asking me to upgrade and won’t save it.  Update 7/14/22 a couple of updates ago they made the upgrade banner go from around a 1/4 inch tall to now taking up half my screen.  Maybe if you offered a lower tier pricing option just to create/save/log workouts people would jump at that. I really don’t need nor want the coaching help. I just want an app that I can create/save/log workouts,,,
,,,,,,,,,"Apple Watch Swim mode doesn’t  track kick drills. MySwimPro does.  It even reminds you if you forgot to switch into drill mode, (GPS😵‍💫). Also, be careful pairing with Strava on Apple Watch. It’ll record the same workout twice.",,
,,,,,,,,,,"Fares Ksebati has great training material on YouTube. He is founder of MySwimPro.  

The free trial version is just a tease.  Shows you what you can get with the paid version. When you click the workouts and videos, you get the PAY NOW TO UPGRADE. Annoying, but people got to make a living. 

Just go to YouTube and watch the videos for free.",
,,,,,,,,,,,
,,,,,,,,,,"Don’t waste your time, they lead you to think it’s free, but it’s not.

And if you do decide to start using it at $200 a year, they could increase rates in the future.

I’m sure they will reply some of the prg is free, but all the useful beneficial parts are not, such as the videos to improve technique.

SAVE YOUR $ AND WATCH FREE YOUTUBE VIDEOS!",
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,"Bait and switch. 'Free app' but all it gives you is times and distances (eg 400M at X:00 time) If you want ANY kind of analytics - pace, SPL, SPM, etc - that's premium. All the 'coaching' and workouts - premium. Premium premium premium for ANY of the features. And that's $10-20 a MONTH. FORGET IT! I'll stick with free Swim.com or even Apple watch 'activity' app w/ 'pool swim' better than this. Garbage.",,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,"I'd give this a 4.5 if I could. It's not a perfect app, there are some things that could be changed (a more direct way to get to your active challenges, for one). However, it works well with pretty much any fitness tracker out there, syncs nicely with Garmin/Strava. The monthly challenges are very motivating. Making the progress bar for the challenges a bit more prominent would be a nice change, too. All in all, though, this is a great app for us swimmers.",,
"I would love it if it was accurate. I am not sure if the problems come from my swimming style, the software, or the hardware (using a Fossil Carlyle). In addition, I would love to have the following features: - the ability to manually edit/delete swimming logs (to help correct accuracy) - clear documentation on how to connect to Google Fit ( I see the option within account settings but haven't figured out how to use it) - ability to pause workouts (improve UX to make it easily discoverable)",,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,"I have a Samsung Galaxy Watch 46mm. currently I'm swimming in a 38ft private pool. I swim laps for a mi several days a week. I don't do swimmers turns. the yardage measuremeant is way off. it might be my fault as I don't do a snap turn but touch the wall turn and take off instead of maybe pausing and starting back up. I would like to see this app allow for brief break each lap, to let water out of goggles, take a couple breaths, etc. example swam looked at watch it said 100yds swam more still 100"
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,"I have and use both a Garmin and Suunto sports watches (and Strava), and my swim data transfer seamlessly to this app. The app gives nice and clear visual display of your swim statistics, and is very easy and intuitive to use. However, I should perhaps point out that I'm only a recreational swimmer, so my needs are definitely satisfied way sooner than some pro's.",,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"I can NOT recommend this app (for watches) & customer service/help desk I have had tried to connect my watch and it won't. I contacted the help desk -who seemed to be very helpful initially, however it has been over a month and I have not heard back (I have sent 2 follow up emails) it appears they have just put it in the 'too hard' basket. Very disappointed. If you want to track your swims I can HIGHLY recommend form swimwear, they have EXCELLENT customer service and I have had zero issues.",,,,,,"I can NOT recommend this app (for watches) & customer service/help desk I have had tried to connect my watch and it won't. I contacted the help desk -who seemed to be very helpful initially, however it has been over a month and I have not heard back (I have sent 2 follow up emails) it appears they have just put it in the 'too hard' basket. Very disappointed. If you want to track your swims I can HIGHLY recommend form swimwear, they have EXCELLENT customer service and I have had zero issues.","I can NOT recommend this app (for watches) & customer service/help desk I have had tried to connect my watch and it won't. I contacted the help desk -who seemed to be very helpful initially, however it has been over a month and I have not heard back (I have sent 2 follow up emails) it appears they have just put it in the 'too hard' basket. Very disappointed. If you want to track your swims I can HIGHLY recommend form swimwear, they have EXCELLENT customer service and I have had zero issues.",,"I can NOT recommend this app (for watches) & customer service/help desk I have had tried to connect my watch and it won't. I contacted the help desk -who seemed to be very helpful initially, however it has been over a month and I have not heard back (I have sent 2 follow up emails) it appears they have just put it in the 'too hard' basket. Very disappointed. If you want to track your swims I can HIGHLY recommend form swimwear, they have EXCELLENT customer service and I have had zero issues.",,
,,,,,,,,,,,
,,,,,,,,,,,
,,"The app is OK to use, but it has horrible support for units. There are several options to change the units from miles to meters. But so far I found not a single screen where the units are actually correct like I set them. I have it set to meters, and everywhere you can see ""y"" (probably ""yards"") where it should say ""m"". This is the same for the app and the smartwatch interface. Very annoying if you live in a country where they don't use retarded units. Contacting their support didn't help.",,,,,,,,,
,,,,,,,,,"All in all the app is great app with potential to be even better. The problem is the tracking accuracy! It never gets the tracks right. Whenever I go for 100yards, it thinks it was only 75 and my results look bad. When I correct it in the app, I find that one of the returns was usually not tracked. When I split the track to the correct number my results are not updated to the leadership board. I wonder how many users have that problem too and thus don't even make it into the leadership board?",,
,,,,,,,,,"I liked the app when I was just tracking my swims but when I started wanting to use the workouts I got incredibly frustrated. All of the workouts are in yards even though I specifically have it set to meters, ok fine I thought, I can just create my own workouts... Well technically yes, but if you don't swim it immediately well then it disappears. There is no way to save it, other than send yourself a PDF of it but I DO NOT WANT A PDF! If I wanted a PDF I would have just typed the damn thing!",,
,,,,,,,,,"Edit: 23 Nov Upgraded to a Samsung Active 2 and the latest app version consistently freezes when trying to end a swim, loosing the entire record in the process, only syncs 2 swims ... Samsung Health automatically tracks all swims ... Latest version update of the app does not install on Samsung Gear Fit 2 Pro, after old version worked more or less fine for months. Very little information on potential trouble shooting and no fallback solution, e.g. option to download/install previous version.",,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,"App is the best available swimming tracker for Wear OS. But it’s not great, especially compared to tomtom or garmin. Accuracy is poor, rest feature may not recognise beginning of the swim. Screen may unlock and lock back showing stats from previous swim. Bugs, bugs and more bugs. App is far away from being usable.",,
,,,,,,,,,Just got a Google fit watch and this is the only app I've found that will work on it to track swims. Easy to use but remember to turn the app on before you start then log your results on the Google fit app it won't do it automatically like my old fitbit used to! Also it gives you alot of different stats like rest time but it won't tell you how many calories you've burned you need to work that out yourself. Overall a good app I just hope the devs make it even better!,,
"I must be missing something because I am finding no value to this app. It's not syncing with my Garmin connect, the workout selection is a bit subpar, it feels very redundant. I'll just stick with the Garmin platform because there's no way I'm buying a watch just for swimming when the app isnt great. Two stars for trying",,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"Created log in thru app, tried to connect my Samsung watch. Went to account menu like directed and got no code. Tried to log in thru web site. Told PW wrong. Tried to request reset. Never received and email. App is totally useless. If just getting connected takes that many steps, I can not imagine what the app it self is like NOT USER FRIENDLY!",,,,,,,,,,,
,,,,,,,,,"All I want is swim tracking. Strokes, rest times, number of laps and distance traveled. Initially I was having trouble with accuracy. I had terrific response from the app developers. The app is getting better and better and better. Thanks",,
,,,,,,,,,,,"A good 10% - 20% out on every swim. Sometimes over, sometimes under, with no rhyme or reason. Inaccurate nearly to the point of uselessness. Interface is annoying and glitchty. It's impossible to see the lap count when you've got goggles on."
,,,,,,,,,,,
,,,,,,,,,"very poorly designed. only been able to add one workout to my Wear OS watch. won't let me delete it or add a new one. extremely difficult to find new workouts. always reverts my settings to ""Never"" when i try to find a workout. only using this app cause it barely tracks my swims",,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,I track my swims on my Samsung galaxy active. I have found it to be fairly accurate most of the time. However tonight I finished my swim and my watch kept telling me to turn the bezel to end my swim. My watch doesn't have a bezel. Usually I just have to press the top right button to end but it wouldn't allow me. I ended up turning my watch off and therefore my swim was not recorded!,,
,,,,,,,,,Stopped working on the Fossil Gen 5 all of a sudden. Had to reset and now the watch is not compatible. I had a lot of swims saved and now I can't track them any longer. And now it's fixed. Better communication would help but thanks for the fix.,,
"Waste of storage on my Gear Active...went back to native app. Clunky app that doesn't connect well between wearable and phone. Does a poor job of tracking the swim (no stroke detection), the native app on the Samsung Gear is just as detailed and works like a dream.",,,,,,,,,"Waste of storage on my Gear Active...went back to native app. Clunky app that doesn't connect well between wearable and phone. Does a poor job of tracking the swim (no stroke detection), the native app on the Samsung Gear is just as detailed and works like a dream.",,
,,,,,,,,,"Swim reading was quite inaccurate. It did not read my breast strokes at all and it shows that I did back strokes which I didn't. It works at first but now, it only accurately measure freestyle accurately. Im using a Galaxy Watch to track all these.",,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,"Rare rarely gets the distance on an interval wrong. I would love the ability to customize screens (rest timer, etc.), but this is the best swim app I could find for my Pixel watch so I'm giving it 5 stars.",,,,
,,,,,,,,,,,
,,,,,,,,,"So far best app at tracking laps with gear fit2pro. Measures laps accurately. Has drill mode to help pacing laps with vibrations. I only wish it could pace strokes. Browser UI clear, all the stats are there as graphs and tables and details up for editing.",,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,"Swim tracking just got a huge upgrade on my Galaxy Watch - much better than the stock swim app from S health. Swolf, HR, Distance till goal is all but a bezel rotation away ! 😎 Not a single touchscreen smartwatch can do swimming data this conveniently - the bezel + this app is amazing !",,,,,,,"Swim tracking just got a huge upgrade on my Galaxy Watch - much better than the stock swim app from S health. Swolf, HR, Distance till goal is all but a bezel rotation away ! 😎 Not a single touchscreen smartwatch can do swimming data this conveniently - the bezel + this app is amazing !",,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,Highly inaccurate at tracking number of lengths. says I've done way more than I have. Complete faff to end swim as well as the back button also activates Samsung Pay.,,
,,,Good app very precise. It doesn't recognize breaststroke on gear sport but the intervals are full editable so it's easy to fix. Best swimming app in the market at the moment for Samsung wearables,,,,,,,,
,,,,,,,,,,,
I was looking for the workouts feature but there's not much to see. It synced only one of my swims with Garmin connect. This can totally beat myswimpro just by adding default workouts.,,,,,,,,,,,
,,,,,,,,,,,
"Wow, this app is really bad. I tried to connect it to garmin, it just gave me the pinwheel of death. I tried to add strava, it wouldn't let me add it because I sign up with Google and Google doesn't find their browser secure. So... I have to put everything directly...",,,,,,,,,,,
,,,,,,,,,,,
I connect it to my Samsung Galaxy watch but it skips intervals sometimes,,,,,,,,,,,
,,,,,,,,,"Very good swim tracker. Mild learning curve to fully utilize all the features but can be used easily ""right out of the box.""",,
,,,,,,,,,,,
,,,,,,,,,Great swim tracker when paired with the wearable app. Currently using an Apple watch that syncs to an old iPhone which updates on my Android app. Would be better if I had an android watch but this does work.,,
,,,,,,,,,It works! I've been wanting a swim tracking wear OS app for a while. And now one exists. I imagine the developers had to work hard to get a swimming app on Wear OS 2 but they did it. I'm happy!,,
,,,,,,,,,,,
,,,,,,,,,I have really been enjoying this app and tracking my open water feed. I am super excited about the new update today that shows open water leaderboards This will really make virtual competitions and personal tracking so much easier,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,"Doesn't track workout on galaxy watch 4. Difficult to get workouts to sync to watch, then deletes them when you turn off the water lock.",,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,"To hard to use. You can't just track your stroke on any pool, and you can't add a new one coz location option is broken.",,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,Very user unfriendly. Since it's the only app I can find that tracks my laps while swimming I stick for now.,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"GOOD App..Captures Every Lap...Great Grafics..connected to Goggle & FB account..Records my swimming like January to December.. Every day is Sunday (it's Commplement)..I Feel Motivated to exel & Go Further..,Honestly Google Play Achievement point Motivate extra..so 👉👈 Overall Enjoyable & Worth Trying..& Exprinceing it..",,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,I am giving this three star because I cannot track my swim. when I finished it says 0 yards and put zeros on everything please improve this it's very disappointing,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"Can't connect watch app to mobile app, it keeps sending me to play store even though latest app installed on watch and phone",,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,Great app to track your own swimming workouts and excellent user interface on smartwatch Galaxy 4,,,,,,,Great app to track your own swimming workouts and excellent user interface on smartwatch Galaxy 4,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,Great app that tracks my swims and helps to keep me motivated..,,
,,,,,,,,,Works well on Galaxy Watch 4 tracking lengths in indoor pool. Linking well to strava.,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,the app could not even track anything with my Galaxy Active watch.,,
,,,,,,,,,,,
,,,,,,,able to customize so many aspects of workout tracking,,able to customize so many aspects of workout tracking,,
,,,,,,,,,,,
Unable to connect Gear Fit2 pro. Frustrating.,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,Great for tracking my swims even without a GPS watch,,
,,,,,,,,,Great tracking app with a Samsung Gear Fit Pro 2.,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,Love the app... Finally an app that tracks my swims accurately,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,As a beginner this is easy App to use.,,,,,,,,
,,I have 1 prob i dont have a smartwatch can i still use the app?,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,Very helpful for virtual coaching,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,Why is my Fossil Gen 4 smartwatch not campatible for this app?,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,Best swim tracking app,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,"Given Android Wear compatibility with Fossil Sport is advertised, I'm disappointed with the current version. It doesn't know where I'm swimming despite GPS and a database of pools. The watch is incredibly inaccurate at tracking my swim, tonight's 2km was only recorded as 1.5km. I'm hoping these are just small software problems that can be rectified soon, it has so much promise! App lacks material design and any link to Google Fit that provides any accurate/meaningful data to my workout journal.",,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,excellent app with my smart watch,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,No longer installs into Sony smartwatch 3.,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,"Tried this app with three Casio WSD-F20 smart watch. Useless, the developer 
promised it would work after updates but it's probably worse. All I want is 
an app that can accurately track my lengths, this one doesn't do that.",,,,,,,"Tried this app with three Casio WSD-F20 smart watch. Useless, the developer 
promised it would work after updates but it's probably worse. All I want is 
an app that can accurately track my lengths, this one doesn't do that.",,
,,,,,,,,,,,
,,,,,,,,,,,
,,Works great with Sony smart watch 3,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,"Used this on a Pebble Steel for about 2 years with weird synchronisation problems. EDIT 23/8 - Am now using a Nixon Mission on Android Wear 2.0. Surprisingly I can still put the watch into theater mode despite what official support site says - with two presses of the button. I've done three swims so far. Sad to say, the tracking's been a total mess. Using the app to merge intervals and laps, I've managed to fix one workout, but was forced to delete two workouts which were unfixable (where I swam the speed of an Olympic champion, or across the lap in 3 strokes).  EDIT 15/9 - Discovered that the previous problems was due to swimming with hand paddles. If I swim without hand paddles, the tracking seems to detect the laps and strokes pretty accurately (tested across 3 swim sessions), and only gets the intervals wrong which is fixable in the app later. So now I am forced to swim without hand paddles in order to get my tracking data correctly.",,
,,"The app was working mostly with my Sony smartwatch 3 until late Jan, now it just won't upload my workout at all.  Not sure what's going on as it was working fine before.  I hope they can fix it soon as it is totally useless now  Update:. I have to uninstall and reinstall to get upload to work and I have to do it every 2 to 3 days.  It is also crashing a lot more during swim so it lost all my current swim data",,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"The app has always been a bit slow to use, but it looks like the new versions of this and the Pebble app have broken the connection so I can't synchronise my swims from my watch. I fear Pebble will no longer be a supported device though.",,,,,,,,,,,
,,,Love this app. Keeps track of what I do. Syncs with Garmin Connect easy,,,,,,Love this app. Keeps track of what I do. Syncs with Garmin Connect easy,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,"Not accurate at tracking distance, which makes it pretty useless.",,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,Works again with smartwatch after update. Nice app. The home pool should be default. Everytime I have to set my home pool from yards to meters.,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,At first I had difficulty to correct my location and change from yard to meter. Figured out can do it thru web. Suggestion: integration with Google Fit; add the session start and end time to the logs.  Update: very inaccurate lap counting with my smart watch 2. That makes it useless.,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,"The app is greatly designed on the phone but once on my android wear watch (Nixon Mission) the design doesn't work it isn't optimised for circular displays, won't sync with my phone and can't change from yards to meters. I really need a swim tracking app the foundation is there PLEASE, PLEASE, PLEASE try to fix this asap",,
,,,,,,,,,"The accompanying app on my Pebble Time tracks workouts pretty well, but too often, they just disappear when I attempt to sync (25-50% of the time).  I need to memorize the details after every swim just in case.  Very annoying.",,
"Doesn't work with Sony SmartWatch 3. The watch and the app connects fine, but then... Nothing. It registers a couple of meters, then just idles. The SmartWatch app is so fiddley and non-intuitive to use that it's best to keep away from it. Too bad it's a free app, otherwise I would definitely demand a refund!",,,,,,,,,,,
,,,,,,,,,,,
Use this loads on my Pebble classic and it's great but recently bought the latest polar M600 android wear watch and it won't connect to the watch.  Such a shame,,,,,,,,,,,
,,"Very useful to keep track of swim sessions and follow process. The smartwatch app however is sort of complicated,  needs getting used especially when selecting the pool,  pool length and restarting with the brakes while swimming",,,,,,,"Very useful to keep track of swim sessions and follow process. The smartwatch app however is sort of complicated,  needs getting used especially when selecting the pool,  pool length and restarting with the brakes while swimming",,
,,,,,,,,,,,
,,I have a sony smart watch and I have tried 3 times in the pool to get it to track my swim but nothing????? Really frustrating as one of reasons bought watch 😠,,,,,,,I have a sony smart watch and I have tried 3 times in the pool to get it to track my swim but nothing????? Really frustrating as one of reasons bought watch 😠,,
,,,,,,,,,Keeps tracks when I swim laps so I dont have to.  Syncs with my pebble watch. I know exactly how far Ive gone.,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,Use this with a Pebble Time. Stats are completely off. One lap I can do in 12 seconds and then the next in 43. Sometimes it captures my swims; sometimes it doesn't. Sometimes it just stops tracking. Support was useless the first time I contacted them so why do I even bother. I feel I am just a beta tester who never gets an app update that really works.,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,Great app to track my lap swimming. It even syncs with devices like Garmin or Pebble,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
This app works well with my Garmin bioactive and Garmin connect.   I wish it was a bit more like strava with challenges,,,,,,,,,,,
,,,It's a great app to record your swimming distance. Very easy to use. Great to look at the weekly patterns,,,,,,,,
,,,,,,,,,Stops tracking mid swim on the pebble time. This issue needs to be fixed.,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,As new features added.. I can manually add my swim workout.. Love it.. No thanks to my sony smartwatch 3..failed after 6 months.. Sony water resist is such a failure.. Don waste ur money on Sony products 👎,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"Since two last updates, pebble disconnects when I start the app in my phone. In the pool, it stars measuring distance then stops. Just buggy!",,,,,,,,,,,
,,,,,,,,,"Awesome app, have been using for about 3/4 weeks with my Sony Smartwatch. Other than a couple of swims where the app crashed it's tracked all my swims pretty much floorlessly.  Occasionally picks wrong stroke, but that's like 1 in a 100+ lengths, and could be down to me!!",,
,,,,,,,,,,,
,,,,,,,,,,,
In the past I was having connection problems that rendered the app almost useless. At the moment my pebble time steel is working great. Auto rest detection is also a welcome addition and saves me from touching the pebble underwater (more healthy for watch electronics),,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,"I'm finding I'm much more motivated to swim, for about 6 months now. Excited to be closing on on my 100k mark since starting tracking.",,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"Improved app, improved watch app, connectivity issues seem to be resolved with the Pebble.",,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,It's so easy to use.   Sure a few improvements could be made to the interface and viewing but for a free app its outstanding.,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,"Pretty good app and the only one I have found which works with a Sony Smartwatch 3 - the best smartwatch for athletics.   Slightly over-estimates the number of lengths you do, and some of the interactions take a bit of getting used to - took me about 3 goes to select my pool and set its length, and another 3 to work out how to stop the workout.    BUT - once you have learned how to use it, it does track your swimming pretty well, and looking at the reviews, it is in regular development so you can expect it to get better. Couple of feature requests:   Edit your swim to reduce the number of lengths you have swum (regularly adds 5-10%) Integration with Strava and Google fit  Thanks for the hard work all!",,,,,,,"Pretty good app and the only one I have found which works with a Sony Smartwatch 3 - the best smartwatch for athletics.   Slightly over-estimates the number of lengths you do, and some of the interactions take a bit of getting used to - took me about 3 goes to select my pool and set its length, and another 3 to work out how to stop the workout.    BUT - once you have learned how to use it, it does track your swimming pretty well, and looking at the reviews, it is in regular development so you can expect it to get better. Couple of feature requests:   Edit your swim to reduce the number of lengths you have swum (regularly adds 5-10%) Integration with Strava and Google fit  Thanks for the hard work all!",,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,Sony Smart watch 3 doesn't accurately track lengths.  Keeping for now in hope fixed as would pay for working version.,,
,,,,,,,,,,,
,,"Had it crash twice in my last 2 swims where I lost my workout, using the Sony smartwatch 3. On that note, when trying to stop the workout it requires to exact of a movement sidewards to stop your workout and to many movements. Which means the time is not accurate, often takes 2 minutes before I get to stop the workout. Can we please just have one swipe upwards/downwards?  Update: Was done with the workout, tried to stop the workout, couldn't get it to swipe to the right. Then it crashed, workout lost....",,,,,,,,,
"The app on Pebble app took some figuring out but at least I saw it working and its potential. Afterwards though I could not sign in to the Android app nor the website. The website doesn't even come up for me, just a blank white screen. Couldn't sign up through Facebook either. The Android app kept telling me to check my data connection (which was fine.) I'd like to be able to upload my workouts but so far not so good. I submitted a ticket so we'll see how it goes.",,,,,,,,,,,
,,,,,,,,,"Edit: lost another workout. 1 star. The website's great.  The app is ok, but lacks the drill-down information available on the site. You're better off browsing the mobile version, and only using the app to upload data from a swim tracker, like a pebble.  Having said that, integration with a pebble is incredibly unreliable, with workouts regularly requiring multiple attempts to sync, or simply getting lost altogether.",,
,,,,,,,,,,,
,,,,,,,,,"It's okay. Only thing keeping this at 3 stars is that it actually did track my laps. Apart from that, Can't change from yards to meters on a SmartWatch 3. Android watch interface is slow. Phone interface is super slow. Phone app doesn't provide much detail. Good MVP ,I would use again. please work to improve the UI significantly.",,
,,,,,,,,,,,
I have tried and tried but it always tells me it has no new workouts.  Even when the watch has it right on screen.  Also: cut the constant complaint about missing data connections.,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"Galaxy's S5 and Pebble time. Worked for a while. Now (with updates) useless. Always get error message to ""check phone data connection"". Huh?",,,,,,,,,,,
,,,,,,,,,,,
"It says I need to check my phones data connection, but I have a perfectly usable WiFi signal.",,,,,,,,,,,
Please check data connection but in on wifi and mobile data.,,,,,,,,,,,
"Keeps showing a pop-up that says ""please check your phone's data connection"" even though I'm connected to WiFi! Wanted to use with my Pebble but that's obviously not going to work until this gets fixed. Please help!",,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
